MAP,MAP Name,Molecule
map01100,Metabolic pathways,C02050
map01100,Metabolic pathways,C02051
map01100,Metabolic pathways,C02059
map01100,Metabolic pathways,C02061
map01100,Metabolic pathways,C02067
map01100,Metabolic pathways,C02075
map01100,Metabolic pathways,C02076
map01100,Metabolic pathways,C02079
map01100,Metabolic pathways,C02084
map01100,Metabolic pathways,C02090
map01100,Metabolic pathways,C02091
map01100,Metabolic pathways,C02094
map01100,Metabolic pathways,C02105
map01100,Metabolic pathways,C02106
map01100,Metabolic pathways,C02110
map01100,Metabolic pathways,C02124
map01100,Metabolic pathways,C02133
map01100,Metabolic pathways,C02137
map01100,Metabolic pathways,C02139
map01100,Metabolic pathways,C02140
map01100,Metabolic pathways,C02141
map01100,Metabolic pathways,C02147
map01100,Metabolic pathways,C02161
map01100,Metabolic pathways,C02165
map01100,Metabolic pathways,C02166
map01100,Metabolic pathways,C02167
map01100,Metabolic pathways,C02170
map01100,Metabolic pathways,C02183
map01100,Metabolic pathways,C02185
map01100,Metabolic pathways,C02188
map01100,Metabolic pathways,C02189
map01100,Metabolic pathways,C02191
map01100,Metabolic pathways,C02198
map01100,Metabolic pathways,C02199
map01100,Metabolic pathways,C02218
map01100,Metabolic pathways,C02220
map01100,Metabolic pathways,C02222
map01100,Metabolic pathways,C02225
map01100,Metabolic pathways,C02226
map01100,Metabolic pathways,C02232
map01100,Metabolic pathways,C02237
map01100,Metabolic pathways,C02247
map01100,Metabolic pathways,C02262
map01100,Metabolic pathways,C02265
map01100,Metabolic pathways,C02266
map01100,Metabolic pathways,C02273
map01100,Metabolic pathways,C02280
map01100,Metabolic pathways,C02282
map01100,Metabolic pathways,C02291
map01100,Metabolic pathways,C02305
map01100,Metabolic pathways,C02320
map01100,Metabolic pathways,C02325
map01100,Metabolic pathways,C02330
map01100,Metabolic pathways,C02331
map01100,Metabolic pathways,C02341
map01100,Metabolic pathways,C02348
map01100,Metabolic pathways,C02350
map01100,Metabolic pathways,C02352
map01100,Metabolic pathways,C02353
map01100,Metabolic pathways,C02354
map01100,Metabolic pathways,C02355
map01100,Metabolic pathways,C02356
map01100,Metabolic pathways,C02359
map01100,Metabolic pathways,C02362
map01100,Metabolic pathways,C02364
map01100,Metabolic pathways,C02370
map01100,Metabolic pathways,C02371
map01100,Metabolic pathways,C02375
map01100,Metabolic pathways,C02376
map01100,Metabolic pathways,C02378
map01100,Metabolic pathways,C02400
map01100,Metabolic pathways,C02405
map01100,Metabolic pathways,C02411
map01100,Metabolic pathways,C02426
map01100,Metabolic pathways,C02431
map01100,Metabolic pathways,C02442
map01100,Metabolic pathways,C02462
map01100,Metabolic pathways,C02463
map01100,Metabolic pathways,C02465
map01100,Metabolic pathways,C02474
map01100,Metabolic pathways,C02477
map01100,Metabolic pathways,C02480
map01100,Metabolic pathways,C02483
map01100,Metabolic pathways,C02492
map01100,Metabolic pathways,C02501
map01100,Metabolic pathways,C02504
map01100,Metabolic pathways,C02505
map01100,Metabolic pathways,C02512
map01100,Metabolic pathways,C02514
map01100,Metabolic pathways,C02515
map01100,Metabolic pathways,C02526
map01100,Metabolic pathways,C02527
map01100,Metabolic pathways,C02528
map01100,Metabolic pathways,C02538
map01100,Metabolic pathways,C02557
map01100,Metabolic pathways,C02565
map01100,Metabolic pathways,C02575
map01100,Metabolic pathways,C02588
map01100,Metabolic pathways,C02591
map01100,Metabolic pathways,C02593
map01100,Metabolic pathways,C02612
map01100,Metabolic pathways,C02614
map01100,Metabolic pathways,C02630
map01100,Metabolic pathways,C02632
map01100,Metabolic pathways,C02637
map01100,Metabolic pathways,C02642
map01100,Metabolic pathways,C02646
map01100,Metabolic pathways,C02647
map01100,Metabolic pathways,C02656
map01100,Metabolic pathways,C02657
map01100,Metabolic pathways,C02659
map01100,Metabolic pathways,C02666
map01100,Metabolic pathways,C02670
map01100,Metabolic pathways,C02673
map01100,Metabolic pathways,C02679
map01100,Metabolic pathways,C02686
map01100,Metabolic pathways,C02693
map01100,Metabolic pathways,C02700
map01100,Metabolic pathways,C02713
map01100,Metabolic pathways,C02714
map01100,Metabolic pathways,C02718
map01100,Metabolic pathways,C02723
map01100,Metabolic pathways,C02727
map01100,Metabolic pathways,C02730
map01100,Metabolic pathways,C02737
map01100,Metabolic pathways,C02739
map01100,Metabolic pathways,C02741
map01100,Metabolic pathways,C02753
map01100,Metabolic pathways,C02763
map01100,Metabolic pathways,C02765
map01100,Metabolic pathways,C02798
map01100,Metabolic pathways,C02811
map01100,Metabolic pathways,C02814
map01100,Metabolic pathways,C02823
map01100,Metabolic pathways,C02835
map01100,Metabolic pathways,C02855
map01100,Metabolic pathways,C02876
map01100,Metabolic pathways,C02880
map01100,Metabolic pathways,C02888
map01100,Metabolic pathways,C02892
map01100,Metabolic pathways,C02915
map01100,Metabolic pathways,C02918
map01100,Metabolic pathways,C02920
map01100,Metabolic pathways,C02923
map01100,Metabolic pathways,C02934
map01100,Metabolic pathways,C02937
map01100,Metabolic pathways,C02938
map01100,Metabolic pathways,C02939
map01100,Metabolic pathways,C02946
map01100,Metabolic pathways,C02947
map01100,Metabolic pathways,C02949
map01100,Metabolic pathways,C02953
map01100,Metabolic pathways,C02960
map01100,Metabolic pathways,C02962
map01100,Metabolic pathways,C02970
map01100,Metabolic pathways,C02972
map01100,Metabolic pathways,C02977
map01100,Metabolic pathways,C02985
map01100,Metabolic pathways,C02987
map01100,Metabolic pathways,C02989
map01100,Metabolic pathways,C02991
map01100,Metabolic pathways,C02995
map01100,Metabolic pathways,C03004
map01100,Metabolic pathways,C03012
map01100,Metabolic pathways,C03021
map01100,Metabolic pathways,C03028
map01100,Metabolic pathways,C03033
map01100,Metabolic pathways,C03035
map01100,Metabolic pathways,C03043
map01100,Metabolic pathways,C03056
map01100,Metabolic pathways,C03058
map01100,Metabolic pathways,C03063
map01100,Metabolic pathways,C03064
map01100,Metabolic pathways,C03069
map01100,Metabolic pathways,C03078
map01100,Metabolic pathways,C03082
map01100,Metabolic pathways,C03087
map01100,Metabolic pathways,C03089
map01100,Metabolic pathways,C03090
map01100,Metabolic pathways,C03112
map01100,Metabolic pathways,C03114
map01100,Metabolic pathways,C03117
map01100,Metabolic pathways,C03150
map01100,Metabolic pathways,C03160
map01100,Metabolic pathways,C03164
map01100,Metabolic pathways,C03166
map01100,Metabolic pathways,C03167
map01100,Metabolic pathways,C03170
map01100,Metabolic pathways,C03175
map01100,Metabolic pathways,C03187
map01100,Metabolic pathways,C03190
map01100,Metabolic pathways,C03194
map01100,Metabolic pathways,C03196
map01100,Metabolic pathways,C03198
map01100,Metabolic pathways,C03201
map01100,Metabolic pathways,C03203
map01100,Metabolic pathways,C03205
map01100,Metabolic pathways,C03206
map01100,Metabolic pathways,C03219
map01100,Metabolic pathways,C03221
map01100,Metabolic pathways,C03223
map01100,Metabolic pathways,C03227
map01100,Metabolic pathways,C03230
map01100,Metabolic pathways,C03231
map01100,Metabolic pathways,C03232
map01100,Metabolic pathways,C03233
map01100,Metabolic pathways,C03239
map01100,Metabolic pathways,C03240
map01100,Metabolic pathways,C03242
map01100,Metabolic pathways,C03263
map01100,Metabolic pathways,C03267
map01100,Metabolic pathways,C03273
map01100,Metabolic pathways,C03277
map01100,Metabolic pathways,C03283
map01100,Metabolic pathways,C03284
map01100,Metabolic pathways,C03287
map01100,Metabolic pathways,C03289
map01100,Metabolic pathways,C03291
map01100,Metabolic pathways,C03296
map01100,Metabolic pathways,C03309
map01100,Metabolic pathways,C03313
map01100,Metabolic pathways,C03319
map01100,Metabolic pathways,C03325
map01100,Metabolic pathways,C03329
map01100,Metabolic pathways,C03341
map01100,Metabolic pathways,C03344
map01100,Metabolic pathways,C03345
map01100,Metabolic pathways,C03366
map01100,Metabolic pathways,C03372
map01100,Metabolic pathways,C03373
map01100,Metabolic pathways,C03375
map01100,Metabolic pathways,C03383
map01100,Metabolic pathways,C03393
map01100,Metabolic pathways,C03401
map01100,Metabolic pathways,C03405
map01100,Metabolic pathways,C03406
map01100,Metabolic pathways,C03409
map01100,Metabolic pathways,C03415
map01100,Metabolic pathways,C03427
map01100,Metabolic pathways,C03428
map01100,Metabolic pathways,C03434
map01100,Metabolic pathways,C03440
map01100,Metabolic pathways,C03442
map01100,Metabolic pathways,C03451
map01100,Metabolic pathways,C03453
map01100,Metabolic pathways,C03454
map01100,Metabolic pathways,C03455
map01100,Metabolic pathways,C03459
map01100,Metabolic pathways,C03460
map01100,Metabolic pathways,C03470
map01100,Metabolic pathways,C03479
map01100,Metabolic pathways,C03483
map01100,Metabolic pathways,C03492
map01100,Metabolic pathways,C03506
map01100,Metabolic pathways,C03508
map01100,Metabolic pathways,C03516
map01100,Metabolic pathways,C03519
map01100,Metabolic pathways,C03539
map01100,Metabolic pathways,C03546
map01100,Metabolic pathways,C03557
map01100,Metabolic pathways,C03561
map01100,Metabolic pathways,C03564
map01100,Metabolic pathways,C03569
map01100,Metabolic pathways,C03576
map01100,Metabolic pathways,C03586
map01100,Metabolic pathways,C03589
map01100,Metabolic pathways,C03590
map01100,Metabolic pathways,C03594
map01100,Metabolic pathways,C03598
map01100,Metabolic pathways,C03599
map01100,Metabolic pathways,C03614
map01100,Metabolic pathways,C03618
map01100,Metabolic pathways,C03646
map01100,Metabolic pathways,C03648
map01100,Metabolic pathways,C03656
map01100,Metabolic pathways,C03657
map01100,Metabolic pathways,C03671
map01100,Metabolic pathways,C03676
map01100,Metabolic pathways,C03677
map01100,Metabolic pathways,C03680
map01100,Metabolic pathways,C03683
map01100,Metabolic pathways,C03684
map01100,Metabolic pathways,C03686
map01100,Metabolic pathways,C03692
map01100,Metabolic pathways,C03715
map01100,Metabolic pathways,C03722
map01100,Metabolic pathways,C03724
map01100,Metabolic pathways,C03733
map01100,Metabolic pathways,C03740
map01100,Metabolic pathways,C03741
map01100,Metabolic pathways,C03742
map01100,Metabolic pathways,C03752
map01100,Metabolic pathways,C03758
map01100,Metabolic pathways,C03765
map01100,Metabolic pathways,C03771
map01100,Metabolic pathways,C03785
map01100,Metabolic pathways,C03793
map01100,Metabolic pathways,C03794
map01100,Metabolic pathways,C03820
map01100,Metabolic pathways,C03824
map01100,Metabolic pathways,C03826
map01100,Metabolic pathways,C03827
map01100,Metabolic pathways,C03838
map01100,Metabolic pathways,C03845
map01100,Metabolic pathways,C03862
map01100,Metabolic pathways,C03871
map01100,Metabolic pathways,C03892
map01100,Metabolic pathways,C03906
map01100,Metabolic pathways,C03912
map01100,Metabolic pathways,C03920
map01100,Metabolic pathways,C03921
map01100,Metabolic pathways,C03939
map01100,Metabolic pathways,C03943
map01100,Metabolic pathways,C03944
map01100,Metabolic pathways,C03955
map01100,Metabolic pathways,C03964
map01100,Metabolic pathways,C03968
map01100,Metabolic pathways,C03972
map01100,Metabolic pathways,C03979
map01100,Metabolic pathways,C04002
map01100,Metabolic pathways,C04006
map01100,Metabolic pathways,C04022
map01100,Metabolic pathways,C04037
map01100,Metabolic pathways,C04042
map01100,Metabolic pathways,C04043
map01100,Metabolic pathways,C04044
map01100,Metabolic pathways,C04045
map01100,Metabolic pathways,C04046
map01100,Metabolic pathways,C04051
map01100,Metabolic pathways,C04052
map01100,Metabolic pathways,C04053
map01100,Metabolic pathways,C04062
map01100,Metabolic pathways,C04063
map01100,Metabolic pathways,C04075
map01100,Metabolic pathways,C04076
map01100,Metabolic pathways,C04088
map01100,Metabolic pathways,C04089
map01100,Metabolic pathways,C04091
map01100,Metabolic pathways,C04092
map01100,Metabolic pathways,C04115
map01100,Metabolic pathways,C04118
map01100,Metabolic pathways,C04121
map01100,Metabolic pathways,C04122
map01100,Metabolic pathways,C04133
map01100,Metabolic pathways,C04137
map01100,Metabolic pathways,C04145
map01100,Metabolic pathways,C04185
map01100,Metabolic pathways,C04186
map01100,Metabolic pathways,C04188
map01100,Metabolic pathways,C04225
map01100,Metabolic pathways,C04236
map01100,Metabolic pathways,C04244
map01100,Metabolic pathways,C04246
map01100,Metabolic pathways,C04257
map01100,Metabolic pathways,C04260
map01100,Metabolic pathways,C04268
map01100,Metabolic pathways,C04272
map01100,Metabolic pathways,C04281
map01100,Metabolic pathways,C04282
map01100,Metabolic pathways,C04287
map01100,Metabolic pathways,C04290
map01100,Metabolic pathways,C04294
map01100,Metabolic pathways,C04297
map01100,Metabolic pathways,C04302
map01100,Metabolic pathways,C04308
map01100,Metabolic pathways,C04314
map01100,Metabolic pathways,C04317
map01100,Metabolic pathways,C04324
map01100,Metabolic pathways,C04327
map01100,Metabolic pathways,C04330
map01100,Metabolic pathways,C04332
map01100,Metabolic pathways,C04346
map01100,Metabolic pathways,C04348
map01100,Metabolic pathways,C04349
map01100,Metabolic pathways,C04350
map01100,Metabolic pathways,C04351
map01100,Metabolic pathways,C04352
map01100,Metabolic pathways,C04376
map01100,Metabolic pathways,C04377
map01100,Metabolic pathways,C04390
map01100,Metabolic pathways,C04392
map01100,Metabolic pathways,C04405
map01100,Metabolic pathways,C04409
map01100,Metabolic pathways,C04411
map01100,Metabolic pathways,C04421
map01100,Metabolic pathways,C04432
map01100,Metabolic pathways,C04434
map01100,Metabolic pathways,C04442
map01100,Metabolic pathways,C04454
map01100,Metabolic pathways,C04462
map01100,Metabolic pathways,C04468
map01100,Metabolic pathways,C04475
map01100,Metabolic pathways,C04477
map01100,Metabolic pathways,C04478
map01100,Metabolic pathways,C04479
map01100,Metabolic pathways,C04484
map01100,Metabolic pathways,C04487
map01100,Metabolic pathways,C04488
map01100,Metabolic pathways,C04494
map01100,Metabolic pathways,C04498
map01100,Metabolic pathways,C04501
map01100,Metabolic pathways,C04520
map01100,Metabolic pathways,C04525
map01100,Metabolic pathways,C04536
map01100,Metabolic pathways,C04546
map01100,Metabolic pathways,C04549
map01100,Metabolic pathways,C04554
map01100,Metabolic pathways,C04555
map01100,Metabolic pathways,C04556
map01100,Metabolic pathways,C04563
map01100,Metabolic pathways,C04573
map01100,Metabolic pathways,C04575
map01100,Metabolic pathways,C04577
map01100,Metabolic pathways,C04578
map01100,Metabolic pathways,C04579
map01100,Metabolic pathways,C04582
map01100,Metabolic pathways,C04592
map01100,Metabolic pathways,C04593
map01100,Metabolic pathways,C04598
map01100,Metabolic pathways,C04613
map01100,Metabolic pathways,C04618
map01100,Metabolic pathways,C04619
map01100,Metabolic pathways,C04620
map01100,Metabolic pathways,C04628
map01100,Metabolic pathways,C04630
map01100,Metabolic pathways,C04631
map01100,Metabolic pathways,C04633
map01100,Metabolic pathways,C04635
map01100,Metabolic pathways,C04637
map01100,Metabolic pathways,C04640
map01100,Metabolic pathways,C04642
map01100,Metabolic pathways,C04652
map01100,Metabolic pathways,C04666
map01100,Metabolic pathways,C04672
map01100,Metabolic pathways,C04677
map01100,Metabolic pathways,C04688
map01100,Metabolic pathways,C04691
map01100,Metabolic pathways,C04702
map01100,Metabolic pathways,C04706
map01100,Metabolic pathways,C04717
map01100,Metabolic pathways,C04722
map01100,Metabolic pathways,C04729
map01100,Metabolic pathways,C04732
map01100,Metabolic pathways,C04734
map01100,Metabolic pathways,C04738
map01100,Metabolic pathways,C04742
map01100,Metabolic pathways,C04751
map01100,Metabolic pathways,C04752
map01100,Metabolic pathways,C04756
map01100,Metabolic pathways,C04767
map01100,Metabolic pathways,C04778
map01100,Metabolic pathways,C04780
map01100,Metabolic pathways,C04783
map01100,Metabolic pathways,C04785
map01100,Metabolic pathways,C04793
map01100,Metabolic pathways,C04805
map01100,Metabolic pathways,C04807
map01100,Metabolic pathways,C04823
map01100,Metabolic pathways,C04824
map01100,Metabolic pathways,C04831
map01100,Metabolic pathways,C04832
map01100,Metabolic pathways,C04844
map01100,Metabolic pathways,C04851
map01100,Metabolic pathways,C04874
